v1-patch_id,v1-labels-grouped,v2-labels-grouped
S2A_MSIL2A_20170613T101031_69_48,5.0,5.0
S2B_MSIL2A_20180515T112109_33_53,4.0,3.0
S2A_MSIL2A_20180318T093031_50_56,5.0,5.0
S2A_MSIL2A_20171002T94032_89_85,6.0,6.0
S2A_MSIL2A_20171002T112111_3_68,0.0,0.0
S2A_MSIL2A_20171002T112112_10_14,0.0,0.0
S2A_MSIL2A_20180413T095031_37_29,6.0,6.0
S2A_MSIL2A_20170816T095031_31_58,6.0,
S2B_MSIL2A_20170831T095029_44_62,1.0,1.0
S2B_MSIL2A_20180522T093029_26_11,5.0,5.0
S2B_MSIL2A_20180421T100031_27_87,6.0,6.0
S2B_MSIL2A_20180220T114339_39_15,6.0,6.0
S2B_MSIL2A_20180515T112110_23_28,7.0,7.0
S2A_MSIL2A_20171002T094031_78_90,5.0,5.0
S2B_MSIL2A_20170818T112109_22_74,6.0,
S2A_MSIL2A_20180205T100211_22_20,3.0,3.0
S2A_MSIL2A_20170813T112121_88_90,6.0,6.0
S2B_MSIL2A_20170924T93020_29_82,6.0,6.0
S2B_MSIL2A_20170718T115359_4_60,5.0,
S2B_MSIL2A_20180502T093039_22_7,6.0,6.0
S2A_MSIL2A_20171121T112351_47_69,6.0,6.0
S2A_MSIL2A_20171121T112351_43_70,6.0,6.0
S2A_MSIL2A_20180413T95032_55_35,5.0,5.0
S2A_MSIL2A_20180510T94032_34_77,5.0,5.0
S2B_MSIL2A_20170906T101020_58_48,3.0,3.0
S2B_MSIL2A_20180511T100029_30_10,7.0,7.0
S2B_MSIL2A_20180201T093219_48_72,7.0,7.0
S2B_MSIL2A_20170930T095019_77_14,7.0,7.0
S2A_MSIL2A_20171221T112501_42_9,6.0,6.0
S2A_MSIL2A_20171221T112501_25_74,5.0,5.0
S2A_MSIL2A_20171002T112111_80_19,5.0,5.0
S2A_MSIL2A_20180413T95032_90_33,0.0,0.0
S2A_MSIL2A_20180413T95032_15_46,5.0,5.0
S2A_MSIL2A_20170717T113321_48_54,6.0,6.0
S2B_MSIL2A_20170818T112109_43_54,5.0,
S2A_MSIL2A_20170704T112111_88_73,5.0,5.0
S2A_MSIL2A_20180506T100031_32_41,5.0,5.0
S2B_MSIL2A_20170924T93020_58_72,5.0,5.0
S2A_MSIL2A_20171101T094131_8_9,3.0,3.0
S2B_MSIL2A_20170924T93020_66_64,3.0,3.0
S2A_MSIL2A_20170617T113321_67_9,5.0,5.0
S2A_MSIL2A_20180529T115401_86_76,6.0,6.0
S2A_MSIL2A_20171002T112111_39_56,5.0,5.0
S2A_MSIL2A_20180508T104031_20_0,5.0,5.0
S2B_MSIL2A_20170817T101019_87_49,5.0,5.0
S2B_MSIL2A_20180522T093029_40_10,5.0,5.0
S2B_MSIL2A_20170924T93021_15_47,0.0,0.0
S2B_MSIL2A_20170808T094029_23_57,7.0,7.0
S2B_MSIL2A_20180224T112109_87_69,5.0,5.0
S2B_MSIL2A_20180326T112109_71_61,5.0,5.0
S2B_MSIL2A_20170930T095019_18_10,7.0,7.0
S2A_MSIL2A_20170813T112121_69_89,5.0,5.0
S2A_MSIL2A_20171002T112111_4_6,0.0,
S2B_MSIL2A_20170930T095019_66_46,6.0,6.0
S2B_MSIL2A_20170825T093029_24_24,6.0,6.0
S2A_MSIL2A_20180506T100031_72_61,6.0,6.0
S2A_MSIL2A_20171121T112351_29_31,2.0,2.0
S2B_MSIL2A_20170924T093019_46_81,3.0,3.0
S2A_MSIL2A_20171221T112501_18_17,5.0,5.0
S2B_MSIL2A_20180515T094029_30_2,5.0,5.0
S2B_MSIL2A_20170814T100029_59_11,0.0,
S2B_MSIL2A_20170911T092019_50_20,3.0,3.0
S2A_MSIL2A_20171101T94132_79_6,5.0,5.0
S2B_MSIL2A_20180509T092029_18_81,5.0,5.0
S2B_MSIL2A_20170831T095029_22_0,7.0,7.0
S2B_MSIL2A_20180525T94031_27_36,5.0,5.0
S2B_MSIL2A_20171112T114339_45_12,5.0,5.0
S2B_MSIL2A_20170924T093019_64_49,5.0,5.0
S2A_MSIL2A_20180527T093041_61_81,6.0,
S2B_MSIL2A_20180525T094029_50_82,5.0,5.0
S2B_MSIL2A_20170818T112109_76_36,5.0,
S2A_MSIL2A_20171002T094031_60_80,6.0,6.0
S2A_MSIL2A_20180413T095031_70_65,6.0,6.0
S2B_MSIL2A_20180220T114339_10_51,5.0,5.0
S2A_MSIL2A_20171002T094031_39_21,5.0,5.0
S2B_MSIL2A_20180525T94030_87_32,3.0,
S2B_MSIL2A_20180502T093039_9_21,5.0,5.0
S2A_MSIL2A_20170613T101032_38_90,6.0,6.0
S2B_MSIL2A_20170709T094029_59_80,5.0,5.0
S2B_MSIL2A_20171112T114339_80_13,7.0,7.0
S2A_MSIL2A_20171208T093351_41_29,7.0,7.0
S2A_MSIL2A_20171201T112431_74_19,5.0,5.0
S2B_MSIL2A_20180204T94160_73_37,3.0,3.0
S2B_MSIL2A_20180525T94031_8_35,5.0,5.0
S2B_MSIL2A_20170825T093029_11_86,7.0,7.0
S2A_MSIL2A_20180225T114351_21_0,6.0,6.0
S2A_MSIL2A_20180526T100031_87_35,5.0,5.0
S2A_MSIL2A_20180506T100031_45_71,6.0,6.0
S2A_MSIL2A_20170701T093031_76_45,3.0,3.0
S2B_MSIL2A_20170719T094029_59_83,1.0,1.0
S2A_MSIL2A_20180430T094031_77_33,1.0,1.0
S2B_MSIL2A_20180515T112109_56_55,4.0,5.0
S2A_MSIL2A_20180430T094031_32_36,5.0,5.0
S2B_MSIL2A_20171016T101009_84_59,0.0,0.0
S2A_MSIL2A_20170613T101032_83_54,6.0,6.0
S2B_MSIL2A_20180515T112109_53_71,4.0,5.0
S2A_MSIL2A_20170803T094031_88_1,1.0,1.0
S2A_MSIL2A_20170613T101032_72_33,7.0,7.0
S2B_MSIL2A_20180521T100029_83_24,6.0,6.0
S2B_MSIL2A_20180326T112109_59_20,5.0,5.0
S2A_MSIL2A_20170816T095031_44_55,5.0,
S2B_MSIL2A_20180515T112110_40_51,3.0,3.0
S2A_MSIL2A_20170617T113321_62_73,5.0,5.0
S2B_MSIL2A_20170808T094029_22_84,5.0,5.0
S2A_MSIL2A_20180529T115401_88_79,5.0,5.0
S2A_MSIL2A_20171002T112112_40_18,6.0,6.0
S2B_MSIL2A_20170814T100029_81_71,0.0,
S2B_MSIL2A_20180421T100029_33_28,6.0,6.0
S2A_MSIL2A_20180510T94032_27_81,3.0,3.0
S2A_MSIL2A_20180205T100211_53_13,5.0,5.0
S2A_MSIL2A_20170704T112111_11_26,3.0,
S2B_MSIL2A_20170802T092029_0_17,3.0,3.0
S2A_MSIL2A_20171002T094031_64_5,6.0,6.0
S2B_MSIL2A_20180522T093029_43_29,6.0,6.0
S2B_MSIL2A_20170914T093029_21_36,5.0,5.0
S2B_MSIL2A_20170812T092029_69_9,5.0,
S2B_MSIL2A_20170709T094029_56_84,5.0,5.0
S2B_MSIL2A_20171112T114339_77_20,5.0,5.0
S2A_MSIL2A_20171002T094031_67_4,1.0,1.0
S2B_MSIL2A_20180511T100029_53_90,0.0,
S2A_MSIL2A_20180508T104031_21_69,5.0,5.0
S2B_MSIL2A_20180515T112110_86_24,3.0,3.0
S2A_MSIL2A_20180419T101031_66_76,0.0,0.0
S2A_MSIL2A_20180413T95032_15_20,5.0,5.0
S2A_MSIL2A_20170617T113321_33_46,5.0,5.0
S2B_MSIL2A_20170927T094019_8_5,5.0,5.0
S2B_MSIL2A_20170831T095029_3_75,6.0,6.0
S2A_MSIL2A_20180527T093041_88_50,3.0,
S2B_MSIL2A_20180521T100029_90_78,5.0,5.0
S2B_MSIL2A_20180509T092029_6_22,3.0,3.0
S2B_MSIL2A_20180502T093039_1_74,5.0,5.0
S2B_MSIL2A_20170709T094029_72_39,5.0,5.0
S2B_MSIL2A_20180421T114349_71_56,2.0,2.0
S2A_MSIL2A_20170701T093031_64_80,6.0,6.0
S2B_MSIL2A_20170802T092029_9_80,5.0,5.0
S2B_MSIL2A_20170831T95030_12_78,1.0,1.0
S2B_MSIL2A_20170914T093029_63_47,5.0,5.0
S2A_MSIL2A_20171002T112111_0_40,0.0,0.0
S2B_MSIL2A_20180521T100029_64_36,5.0,5.0
S2A_MSIL2A_20180507T93033_4_64,5.0,5.0
S2A_MSIL2A_20170813T112121_72_16,5.0,5.0
S2A_MSIL2A_20180225T114351_87_85,0.0,0.0
S2A_MSIL2A_20180529T115401_56_57,0.0,0.0
S2B_MSIL2A_20171219T095409_4_60,5.0,5.0
S2B_MSIL2A_20180204T094159_77_25,3.0,3.0
S2B_MSIL2A_20170709T094029_26_23,5.0,5.0
S2A_MSIL2A_20171121T112351_89_74,5.0,5.0
S2A_MSIL2A_20170813T112121_58_25,5.0,5.0
S2B_MSIL2A_20180521T100029_33_47,0.0,0.0
S2B_MSIL2A_20170814T100029_27_33,0.0,
S2A_MSIL2A_20171101T94132_42_29,3.0,3.0
S2A_MSIL2A_20171101T094131_77_53,5.0,5.0
S2B_MSIL2A_20170808T094029_22_69,6.0,6.0
S2B_MSIL2A_20170906T101019_42_45,3.0,3.0
S2A_MSIL2A_20171121T112351_31_83,3.0,3.0
S2B_MSIL2A_20171206T094349_89_40,1.0,1.0
S2B_MSIL2A_20170825T093029_11_17,1.0,1.0
S2B_MSIL2A_20170830T102019_58_83,0.0,0.0
S2B_MSIL2A_20180224T112109_89_26,6.0,6.0
S2A_MSIL2A_20170613T101031_49_55,7.0,7.0
S2B_MSIL2A_20180525T94031_50_7,3.0,3.0
S2A_MSIL2A_20180419T101031_79_21,0.0,0.0
S2B_MSIL2A_20171206T094349_50_29,5.0,5.0
S2B_MSIL2A_20170831T095029_14_85,5.0,5.0
S2A_MSIL2A_20170905T095031_75_16,3.0,3.0
S2A_MSIL2A_20171101T94132_87_35,5.0,5.0
S2B_MSIL2A_20170818T112109_75_31,6.0,
S2B_MSIL2A_20170927T094019_75_15,5.0,5.0
S2A_MSIL2A_20180508T104031_17_33,6.0,6.0
S2B_MSIL2A_20170814T100029_42_27,0.0,
S2A_MSIL2A_20180506T100031_53_84,3.0,3.0
S2A_MSIL2A_20170704T112103_90_60,2.0,2.0
S2A_MSIL2A_20180430T094031_69_18,5.0,5.0
S2B_MSIL2A_20180224T112109_31_75,5.0,5.0
S2B_MSIL2A_20170818T112109_58_73,5.0,
S2A_MSIL2A_20180506T100031_58_7,6.0,6.0
S2B_MSIL2A_20180201T093219_8_90,5.0,5.0
S2B_MSIL2A_20180421T100030_77_1,7.0,7.0
S2A_MSIL2A_20170701T093031_42_18,3.0,3.0
S2B_MSIL2A_20180224T112109_59_26,6.0,6.0
S2A_MSIL2A_20170704T112111_37_40,3.0,3.0
S2B_MSIL2A_20170818T112109_60_10,1.0,
S2B_MSIL2A_20180509T092029_33_12,6.0,6.0
S2A_MSIL2A_20171002T112111_44_15,5.0,5.0
S2A_MSIL2A_20170613T101032_73_51,5.0,5.0
S2B_MSIL2A_20180509T092029_15_35,3.0,3.0
S2B_MSIL2A_20170914T93030_4_41,2.0,2.0
S2B_MSIL2A_20170914T093029_31_81,6.0,6.0
S2A_MSIL2A_20171002T112112_3_59,0.0,0.0
S2A_MSIL2A_20170613T101032_35_70,5.0,5.0
S2B_MSIL2A_20170808T094029_37_82,5.0,5.0
S2B_MSIL2A_20180525T094029_4_21,7.0,7.0
S2B_MSIL2A_20170911T092019_12_28,2.0,2.0
S2B_MSIL2A_20170824T100019_35_7,5.0,5.0
S2B_MSIL2A_20180326T112109_55_86,0.0,0.0
S2A_MSIL2A_20170813T112121_83_72,1.0,1.0
S2B_MSIL2A_20180521T100029_78_51,3.0,3.0
S2B_MSIL2A_20180525T94031_71_32,5.0,5.0
S2B_MSIL2A_20170924T093019_58_7,5.0,5.0
S2B_MSIL2A_20180201T093219_27_23,6.0,6.0
S2B_MSIL2A_20170817T101019_62_83,5.0,5.0
S2B_MSIL2A_20170930T095019_64_73,6.0,6.0
S2B_MSIL2A_20180515T094029_56_59,0.0,0.0
S2A_MSIL2A_20171002T094031_68_79,5.0,5.0
S2B_MSIL2A_20171016T101009_55_47,0.0,0.0
S2B_MSIL2A_20180515T112110_45_66,5.0,5.0
S2B_MSIL2A_20180421T114349_12_35,5.0,5.0
S2A_MSIL2A_20180413T095031_84_32,6.0,6.0
S2A_MSIL2A_20170803T094031_88_31,1.0,1.0
S2A_MSIL2A_20170701T093031_61_39,3.0,3.0
S2B_MSIL2A_20170814T100029_84_50,0.0,
S2A_MSIL2A_20180430T094031_67_43,1.0,1.0
S2B_MSIL2A_20180422T093029_84_89,5.0,5.0
S2B_MSIL2A_20170825T093029_16_83,5.0,5.0
S2B_MSIL2A_20170719T094029_76_79,1.0,1.0
S2B_MSIL2A_20170801T095029_32_1,6.0,6.0
S2B_MSIL2A_20170818T112109_31_38,6.0,
S2B_MSIL2A_20171206T094349_69_34,1.0,1.0
S2B_MSIL2A_20170817T101019_8_75,0.0,0.0
S2A_MSIL2A_20170720T100031_64_52,0.0,0.0
S2B_MSIL2A_20180511T100029_78_23,0.0,0.0
S2A_MSIL2A_20170701T093031_29_7,3.0,3.0
S2B_MSIL2A_20180525T094029_43_32,3.0,3.0
S2B_MSIL2A_20170818T112109_42_71,2.0,
S2A_MSIL2A_20171101T094131_42_7,6.0,6.0
S2B_MSIL2A_20170831T095029_4_76,6.0,6.0
S2B_MSIL2A_20170814T100029_57_7,0.0,
S2B_MSIL2A_20170924T093019_65_20,6.0,6.0
S2B_MSIL2A_20170818T112109_29_65,5.0,
S2B_MSIL2A_20180220T114339_79_12,0.0,0.0
S2A_MSIL2A_20171002T094031_90_20,5.0,5.0
S2B_MSIL2A_20170709T094029_65_5,3.0,3.0
S2B_MSIL2A_20170817T101019_21_63,0.0,0.0
S2A_MSIL2A_20170803T094031_90_78,6.0,6.0
S2B_MSIL2A_20170927T94020_72_78,6.0,6.0
S2B_MSIL2A_20180511T100029_69_7,0.0,0.0
S2A_MSIL2A_20170803T094031_79_86,6.0,6.0
S2B_MSIL2A_20180515T112110_43_19,7.0,7.0
S2A_MSIL2A_20170816T095031_36_23,7.0,
S2B_MSIL2A_20170817T101019_38_69,6.0,6.0
S2B_MSIL2A_20180515T094029_79_34,5.0,5.0
S2B_MSIL2A_20171016T101009_5_28,0.0,0.0
S2A_MSIL2A_20170816T095031_52_2,5.0,
S2B_MSIL2A_20170924T93014_4_81,5.0,5.0
S2B_MSIL2A_20170930T095019_88_34,5.0,5.0
S2B_MSIL2A_20180421T114349_16_57,5.0,5.0
S2A_MSIL2A_20171221T112501_45_88,5.0,5.0
S2B_MSIL2A_20180515T094029_42_15,6.0,6.0
S2B_MSIL2A_20171226T094359_73_71,7.0,7.0
S2B_MSIL2A_20170924T93020_90_3,3.0,3.0
S2A_MSIL2A_20180318T093031_7_41,6.0,6.0
S2A_MSIL2A_20171002T112111_65_5,2.0,2.0
S2B_MSIL2A_20180422T093029_44_57,5.0,5.0
S2B_MSIL2A_20170814T100029_5_5,0.0,
S2B_MSIL2A_20171016T101009_14_37,0.0,0.0
S2A_MSIL2A_20171002T112111_87_40,6.0,6.0
S2B_MSIL2A_20170930T095019_50_63,6.0,6.0
S2B_MSIL2A_20180525T094029_33_1,3.0,3.0
S2A_MSIL2A_20170813T112121_28_1,5.0,5.0
S2A_MSIL2A_20180509T101031_66_75,0.0,0.0
S2A_MSIL2A_20171221T112501_45_31,3.0,3.0
S2A_MSIL2A_20180508T104031_6_1,5.0,5.0
S2B_MSIL2A_20180522T093029_52_4,6.0,6.0
S2A_MSIL2A_20170813T112121_60_28,5.0,5.0
S2B_MSIL2A_20170817T101019_86_71,5.0,5.0
S2A_MSIL2A_20171002T112112_89_44,5.0,5.0
S2B_MSIL2A_20180511T100029_15_14,5.0,5.0
S2B_MSIL2A_20180525T094029_27_25,3.0,3.0
S2B_MSIL2A_20180201T093219_67_29,6.0,6.0
S2A_MSIL2A_20170617T113321_48_0,5.0,5.0
S2A_MSIL2A_20180510T094031_42_46,6.0,6.0
S2A_MSIL2A_20180430T094031_90_78,6.0,6.0
S2B_MSIL2A_20170825T093029_72_79,5.0,5.0
S2A_MSIL2A_20170818T103021_18_50,7.0,7.0
S2B_MSIL2A_20170709T094029_24_45,5.0,5.0
S2B_MSIL2A_20180515T094029_40_19,5.0,5.0
S2A_MSIL2A_20180507T093041_5_57,6.0,6.0
S2A_MSIL2A_20171208T093351_78_1,3.0,3.0
S2A_MSIL2A_20170704T112111_60_14,5.0,5.0
S2A_MSIL2A_20180527T093041_63_65,6.0,
S2B_MSIL2A_20180220T114339_80_22,0.0,0.0
S2A_MSIL2A_20180225T114351_31_20,5.0,5.0
S2A_MSIL2A_20170816T095031_68_7,5.0,
S2B_MSIL2A_20180422T093029_34_74,5.0,5.0
S2B_MSIL2A_20180525T94031_63_26,6.0,6.0
S2B_MSIL2A_20170824T100019_21_14,6.0,6.0
S2B_MSIL2A_20180421T114349_78_81,0.0,0.0
S2B_MSIL2A_20170718T115359_2_38,0.0,0.0
S2B_MSIL2A_20170911T092019_15_90,5.0,5.0
S2B_MSIL2A_20170824T100019_26_4,7.0,7.0
S2B_MSIL2A_20170924T93020_43_79,6.0,6.0
S2A_MSIL2A_20170613T101031_2_61,0.0,0.0
S2B_MSIL2A_20180521T100029_22_40,0.0,0.0
S2B_MSIL2A_20180506T105029_76_45,5.0,5.0
S2B_MSIL2A_20180522T093029_19_33,5.0,5.0
S2A_MSIL2A_20171002T112111_14_17,5.0,5.0
S2B_MSIL2A_20180421T114349_27_58,5.0,5.0
S2B_MSIL2A_20170924T93021_46_60,5.0,5.0
S2A_MSIL2A_20171101T094131_48_69,3.0,3.0
S2B_MSIL2A_20171219T095409_61_81,6.0,6.0
S2A_MSIL2A_20170613T101032_51_44,0.0,0.0
S2A_MSIL2A_20171002T112112_17_28,6.0,6.0
S2A_MSIL2A_20171101T94132_39_83,5.0,5.0
S2B_MSIL2A_20180525T94031_75_2,5.0,5.0
S2B_MSIL2A_20170818T112109_13_58,5.0,
S2B_MSIL2A_20180422T093029_14_44,7.0,7.0
S2A_MSIL2A_20170813T112121_17_87,6.0,6.0
S2B_MSIL2A_20171206T094349_46_40,5.0,5.0
S2A_MSIL2A_20171201T112431_12_62,3.0,3.0
S2B_MSIL2A_20171112T114339_61_58,5.0,5.0
S2B_MSIL2A_20180509T092029_21_25,5.0,5.0
S2B_MSIL2A_20180220T114339_24_88,7.0,7.0
S2A_MSIL2A_20180527T093041_33_30,5.0,
S2B_MSIL2A_20170906T101020_72_51,3.0,3.0
S2B_MSIL2A_20170716T093039_2_69,3.0,3.0
S2A_MSIL2A_20171002T112111_20_0,5.0,5.0
S2B_MSIL2A_20180201T093219_22_77,3.0,3.0
S2B_MSIL2A_20170906T101020_85_61,3.0,3.0
S2B_MSIL2A_20180502T093039_21_31,6.0,6.0
S2B_MSIL2A_20171015T104009_5_10,5.0,5.0
S2A_MSIL2A_20171101T94132_40_51,5.0,5.0
S2B_MSIL2A_20180525T94031_48_24,6.0,6.0
S2B_MSIL2A_20180525T94030_74_24,6.0,6.0
S2B_MSIL2A_20171019T102019_78_71,0.0,0.0
S2A_MSIL2A_20180430T094031_76_71,5.0,5.0
S2A_MSIL2A_20170613T101031_55_57,6.0,6.0
S2B_MSIL2A_20180511T100029_50_87,0.0,
S2B_MSIL2A_20170906T101019_60_38,0.0,
S2B_MSIL2A_20180326T112109_10_58,5.0,5.0
S2B_MSIL2A_20180326T112109_19_34,5.0,5.0
S2A_MSIL2A_20180419T101031_42_61,0.0,0.0
S2A_MSIL2A_20180318T093031_8_21,5.0,5.0
S2B_MSIL2A_20180326T112109_5_79,6.0,6.0
S2A_MSIL2A_20180413T095031_40_43,3.0,3.0
S2B_MSIL2A_20180515T112110_84_16,6.0,6.0
S2B_MSIL2A_20180204T94160_52_64,5.0,5.0
S2B_MSIL2A_20180204T094159_11_17,5.0,5.0
S2A_MSIL2A_20170905T95032_13_83,5.0,5.0
S2B_MSIL2A_20171016T101009_49_54,0.0,0.0
S2B_MSIL2A_20180522T093029_22_39,5.0,5.0
S2A_MSIL2A_20180510T94032_26_56,5.0,5.0
S2A_MSIL2A_20171121T112351_80_11,5.0,5.0
S2A_MSIL2A_20171101T094131_44_34,7.0,7.0
S2A_MSIL2A_20171002T112112_16_45,1.0,1.0
S2A_MSIL2A_20171015T095031_22_86,0.0,0.0
S2B_MSIL2A_20180525T94030_48_21,5.0,5.0
S2A_MSIL2A_20180508T104032_15_64,6.0,6.0
S2A_MSIL2A_20171121T112351_67_46,3.0,3.0
S2B_MSIL2A_20170906T101019_69_40,0.0,0.0
S2A_MSIL2A_20171208T093351_72_25,5.0,5.0
S2A_MSIL2A_20180510T094031_17_19,5.0,5.0
S2A_MSIL2A_20180508T104031_34_61,6.0,6.0
S2A_MSIL2A_20180529T115401_24_58,0.0,0.0
S2A_MSIL2A_20171221T112501_28_34,5.0,5.0
S2B_MSIL2A_20180224T112109_55_47,5.0,5.0
S2B_MSIL2A_20170914T93030_12_21,5.0,5.0
S2A_MSIL2A_20171208T093351_51_64,5.0,5.0
S2A_MSIL2A_20170704T112111_42_70,6.0,6.0
S2A_MSIL2A_20180225T114351_14_49,5.0,5.0
S2A_MSIL2A_20180225T114351_41_62,5.0,
S2B_MSIL2A_20180522T093029_31_34,5.0,5.0
S2B_MSIL2A_20180525T94030_21_41,3.0,3.0
S2A_MSIL2A_20180205T100211_56_83,5.0,5.0
S2A_MSIL2A_20171002T112111_19_10,6.0,6.0
S2B_MSIL2A_20180525T94030_1_77,5.0,5.0
S2A_MSIL2A_20180526T100031_86_4,6.0,6.0
S2B_MSIL2A_20170924T93020_15_56,6.0,6.0
S2B_MSIL2A_20170808T094029_45_76,5.0,5.0
S2B_MSIL2A_20180422T093029_62_84,5.0,5.0
S2B_MSIL2A_20180502T093039_52_62,5.0,5.0
S2B_MSIL2A_20170924T093019_50_51,6.0,6.0
S2A_MSIL2A_20180413T095031_71_52,5.0,5.0
S2A_MSIL2A_20171101T094131_38_11,5.0,5.0
S2A_MSIL2A_20170816T095031_9_11,7.0,
S2B_MSIL2A_20170906T101019_86_24,0.0,0.0
S2B_MSIL2A_20180220T114339_33_15,2.0,2.0
S2A_MSIL2A_20171101T094131_79_14,5.0,5.0
S2A_MSIL2A_20170613T101032_41_48,0.0,0.0
S2B_MSIL2A_20170927T094019_80_49,5.0,5.0
S2B_MSIL2A_20170927T094019_52_15,3.0,3.0
S2B_MSIL2A_20170814T100029_45_38,5.0,
S2B_MSIL2A_20180525T094029_27_74,5.0,5.0
S2B_MSIL2A_20180525T094029_32_17,3.0,3.0
S2B_MSIL2A_20180421T100030_15_28,3.0,3.0
S2A_MSIL2A_20171121T112351_72_50,5.0,5.0
S2B_MSIL2A_20170814T100029_73_38,0.0,
S2B_MSIL2A_20180422T093029_86_58,3.0,3.0
S2A_MSIL2A_20170617T113321_24_21,5.0,5.0
S2A_MSIL2A_20180510T94032_29_72,5.0,5.0
S2B_MSIL2A_20170914T93030_21_20,5.0,5.0
S2A_MSIL2A_20171121T112351_70_46,5.0,5.0
S2A_MSIL2A_20180430T094031_71_8,5.0,5.0
S2B_MSIL2A_20170924T93020_40_54,6.0,6.0
S2B_MSIL2A_20171015T104009_10_68,5.0,5.0
S2B_MSIL2A_20170914T93030_52_80,6.0,6.0
S2A_MSIL2A_20170613T101031_57_74,6.0,6.0
S2A_MSIL2A_20180529T115401_81_49,0.0,0.0
S2B_MSIL2A_20171219T095409_18_0,7.0,7.0
S2A_MSIL2A_20180507T093041_11_28,5.0,5.0
S2A_MSIL2A_20180527T093041_70_3,3.0,
S2A_MSIL2A_20170617T113321_14_30,2.0,2.0
S2B_MSIL2A_20180502T093039_20_81,3.0,3.0
S2A_MSIL2A_20180507T93033_3_59,6.0,6.0
S2B_MSIL2A_20170817T101019_36_13,0.0,0.0
S2B_MSIL2A_20170924T93021_21_50,6.0,6.0
S2B_MSIL2A_20180326T112109_29_53,3.0,3.0
S2B_MSIL2A_20170825T093029_13_57,7.0,7.0
S2B_MSIL2A_20170818T112109_88_13,6.0,
S2A_MSIL2A_20171221T112501_42_90,3.0,3.0
S2B_MSIL2A_20170906T101020_30_90,6.0,6.0
S2B_MSIL2A_20180521T100029_10_83,0.0,0.0
S2A_MSIL2A_20170717T113321_88_85,0.0,0.0
S2B_MSIL2A_20180224T112109_37_89,6.0,6.0
S2B_MSIL2A_20170808T094029_49_52,3.0,3.0
S2B_MSIL2A_20170930T095019_46_22,6.0,6.0
S2A_MSIL2A_20180527T093041_6_78,3.0,
S2B_MSIL2A_20170930T095019_85_74,3.0,3.0
S2B_MSIL2A_20170814T100029_57_72,0.0,
S2A_MSIL2A_20170613T101031_54_84,6.0,6.0
S2A_MSIL2A_20171101T094131_66_40,6.0,6.0
S2A_MSIL2A_20171121T112351_42_84,5.0,5.0
S2B_MSIL2A_20171019T102019_59_67,0.0,0.0
S2B_MSIL2A_20180525T94030_76_27,7.0,7.0
S2B_MSIL2A_20171015T104010_10_76,5.0,5.0
S2B_MSIL2A_20170801T095029_17_38,6.0,6.0
S2A_MSIL2A_20180507T93033_3_9,5.0,5.0
S2B_MSIL2A_20180421T100029_25_72,5.0,5.0
S2A_MSIL2A_20170617T113321_86_32,0.0,0.0
S2B_MSIL2A_20180515T112110_62_45,6.0,6.0
S2A_MSIL2A_20180225T114351_78_84,0.0,0.0
S2A_MSIL2A_20180527T093041_13_10,5.0,
S2B_MSIL2A_20180506T105029_62_7,7.0,7.0
S2B_MSIL2A_20180511T100029_46_69,0.0,0.0
S2B_MSIL2A_20170924T93020_86_13,5.0,5.0
S2B_MSIL2A_20180511T100029_33_13,6.0,6.0
S2B_MSIL2A_20180515T094029_26_9,3.0,3.0
S2B_MSIL2A_20171112T114339_50_23,5.0,5.0
S2B_MSIL2A_20180220T114339_47_35,5.0,5.0
S2A_MSIL2A_20171002T112111_42_59,5.0,5.0
S2A_MSIL2A_20171002T094031_77_73,5.0,5.0
S2B_MSIL2A_20180502T093039_33_61,6.0,6.0
S2A_MSIL2A_20170704T112103_89_56,5.0,5.0
S2B_MSIL2A_20170914T93030_18_14,5.0,5.0
S2A_MSIL2A_20180413T95032_10_31,7.0,7.0
S2B_MSIL2A_20170927T094019_20_55,6.0,6.0
S2A_MSIL2A_20171201T112431_84_7,6.0,6.0
S2B_MSIL2A_20180421T100029_10_66,5.0,5.0
S2A_MSIL2A_20171002T094031_59_21,1.0,1.0
S2A_MSIL2A_20171221T112501_73_60,6.0,6.0
S2A_MSIL2A_20180527T093041_18_58,6.0,
S2B_MSIL2A_20170829T105019_43_7,6.0,6.0
S2B_MSIL2A_20170914T93030_0_76,5.0,5.0
S2B_MSIL2A_20170914T93030_45_64,5.0,5.0
S2B_MSIL2A_20170924T093019_83_22,5.0,5.0
S2A_MSIL2A_20170701T093031_48_18,5.0,5.0
S2B_MSIL2A_20180515T094029_74_47,5.0,5.0
S2B_MSIL2A_20171016T101009_64_34,5.0,5.0
S2A_MSIL2A_20170704T112111_62_41,5.0,5.0
S2A_MSIL2A_20180225T114351_10_35,5.0,5.0
S2A_MSIL2A_20171002T094031_52_38,1.0,1.0
S2A_MSIL2A_20171121T112351_82_81,6.0,6.0
S2B_MSIL2A_20180521T100029_24_82,6.0,6.0
S2B_MSIL2A_20170924T93014_6_33,5.0,5.0
S2B_MSIL2A_20170709T094029_44_28,3.0,3.0
S2B_MSIL2A_20180326T112109_87_47,5.0,5.0
S2B_MSIL2A_20170924T93020_64_16,5.0,5.0
S2A_MSIL2A_20170816T095031_14_64,5.0,
S2A_MSIL2A_20171015T095031_23_81,0.0,0.0
S2A_MSIL2A_20170613T101031_48_63,6.0,6.0
S2A_MSIL2A_20170613T101031_49_47,5.0,5.0
